Text	Season	Episode
I wouldn't have to choose	1	1
between putting on an apron	1	1
and the thrill of making my father's store	1	1
what I always thought it should be.	1	1
So that's it. You won't get married	1	1
because you find business to be a thrill.	1	1
That and...	1	1
I've never been in love.	1	1
She won't get married because she's never been in love.	1	1
I think I wrote that once to sell nylons.	1	1
For a lot of people, love isn't just a slogan.	1	1
Oh, you mean love.	1	1
You mean the big lightning bolt to the heart	1	1
where you can't eat and you can't work	1	1
and you just run off	1	1
and get married and make babies.	1	1
The reason you haven't felt it	1	1
is because it doesn't exist.	1	1
What you call love	1	1
was invented by guys like me to sell nylons.	1	1
Is that right?	1	1
I'm pretty sure about it.	1	1
You're born alone, and you die alone,	1	1
and this world just drops a bunch of rules on you	1	1
to make you forget those facts,	1	1
but I never forget.	1	1
I'm living like there's no tomorrow...	1	1
because there isn't one.	1	1
I don't think I realized it	1	1
until this moment,	1	1
but it must be hard being a man, too.	1	1
Excuse me?	1	1
Mr. Draper...	1	1
Don. Mr. Draper,	1	1
I don't know what it is you really believe in,	1	1
but I do know what it feels like	1	1
to be out of place,	1	1
to be disconnected,	1	1
to see the whole world laid out in front of you	1	1
the way other people live it.	1	1
There is something about you	1	1
that tells me you know it, too.	1	1
I don't know if that's true.	1	1
You want another drink?	1	1
No.	1	1
But you can tell your boss that you charmed me.	1	1
So I guess we'll be seeing each other again.	1	1
I'll be back in the office Monday morning,	1	1
for a real meeting.	1	1
I'd like that.	1	1
We're not buying anything.	1	1
Actually, for the first time today,	1	1
I'm not selling anything.	1	1
Does Peggy live here?	1	1
Hold on.	1	1
Do you know him?	1	1
It's okay, Marjorie. We work together.	1	1
He's really drunk.	1	1
It's okay, Marjorie.	1	1
So...	1	1
what are you doing?	1	1
Nothing.	1	1
Just, uh, sitting in my room listening to records.	1	1
I'm getting married on Sunday.	1	1
I heard that.	1	1
You must think I'm a creep.	1	1
Why are you here?	1	1
I wanted to see you tonight.	1	1
Me?	1	1
I had to see you.	1	1
Marjorie?	1	1
Yeah, Peg?	1	1
I'm going to bed now.	1	1
I called the office. They said you'd left.	1	1
I didn't want to bother you.	1	1
It's no bother.	1	1
I just assumed you were staying in the city again.	1	1
There's a plate in the oven.	1	1
Unless you're not hungry.	1	1
I'm not.	1	1
I'll be right back.	1	1
Don't move.	1	1
♪ I have often walked ♪	1	1
♪ On this street before ♪	1	1
♪ But the pavement always stayed ♪	1	1
♪ Beneath my feet before ♪	1	1
♪ All at once am I ♪	1	1
♪ Several stories high ♪	1	1
♪ Knowing I'm on the street ♪	1	1
♪ Where you live ♪	1	1
♪ Are there lilac trees ♪	1	1
♪ In the heart of town? ♪	1	1
♪ Can you hear a lark ♪	1	1
♪ In any other part of town? ♪	1	1
♪ Does enchantment pour ♪	1	1
♪ Out of every door? ♪	1	1
♪ No, it's just ♪	1	1
♪ On the street ♪	1	1
♪ Where you live ♪	1	1
♪ For, oh ♪	1	1
♪ The towering feeling ♪	1	1
♪ Just to know ♪	1	1
♪ Somehow you are near ♪	1	1
Closed-Captioned By J.R. Media Services, Inc. Burbank, CA	1	1
♪♪	1	2
♪♪	1	2
Should get him to put another egg in it.	1	2
Roger.	1	2
Darling, one egg is good. Two eggs are better.	1	2
Tell the, uh, lieutenant, please,	1	2
that things are getting a little dry	1	2
around table 29.	1	2
Am I wrong?	1	2
All clear in No Man's Land.	1	2
Betty?	1	2
 Roger, you've expressed	1	2
your desire for another drink.	1	2
No need to take the orders.	1	2
Right away, sir.	1	2
Wine list,	1	2
and I'll have another one of these	1	2
while I'm waiting for the list.	1	2
Another egg.	1	2
Well, I am having fried chicken.	1	2
As long as the egg comes first.	1	2
My nanny, Belva, made fried chicken.	1	2
I used to take it to school wrapped in wax paper.	1	2
His sweet Belvedere. Hmm.	1	2
He really loved that woman.	1	2
 Had another nanny originally. German girl.	1	2
Round face, enormous bosom.	1	2
My parents got rid of her after the Lindbergh baby.	1	2
We thought about getting a nanny.	1	2
We have a girl that comes in,	1	2
who's sort of a housekeeper	1	2
and sometimes babysitter.	1	2
I'd let her take the children to play group,	1	2
sometimes the park.	1	2
Belva raised me.	1	2
I turned out just fine.	1	2
Didn't have to go to a psychiatrist	1	2
like some people's kids.	1	2
Oh, what's the big deal?	1	2
Margaret is practically the last girl	1	2
in our building to go.	1	2
16 years old, wouldn't get out of bed.	1	2
I tell you, I cannot wait	1	2
until that girl is another man's problem.	1	2
What about you, Don?	1	2
Did you have a nanny?	1	2
I can't tell you about my childhood.	1	2
It would ruin the first half of my novel.	1	2
Don doesn't like to talk about himself.	1	2
I know better than to ask.	1	2
An ad man who doesn't like to talk about himself?	1	2
I think I may cry.	1	2
It's not that interesting a story.	1	2
Just think of me as Moses.	1	2
I was a baby in a basket.	1	2
To Moses and Don Draper:	1	2
a couple of princes.	1	2
If the gentlemen will be patient.	1	2
I'll join you.	1	2
I think I may know more about your wife	1	2
than I do about my own.	1	2
Maybe your wife is just a better drinker.	1	2
Entirely possible.	1	2
Mona, could you help me here?	1	2
I seem to have grown a set of thumbs.	1	2
Do you ever have that when your hands go numb?	1	2
Uh-uh.	1	2
You want me to touch you up?	1	2
Yeah, I think you'll have to.	1	2
Look at those lips.	1	2
I'll bet it's not hard for you	1	2
to hold on to a man like that.	1	2
Don't smile. It'll make it harder.	1	2
It's hard to hold on to anything right now	1	2
with the... children	1	2
and running the house and...	1	2
I don't know if I told you,	1	2
but my m-mother died two, three months ago.	1	2
I'm sorry.	1	2
There are other ladies waiting to use the mirror.	1	2
Those purses get any smaller,	1	2
we're gonna starve.	1	2
♪ Every month in May... ♪	1	2
I love seeing you like that.	1	2
Well, you were sitting on my good side.	1	2
No. I mean, the way other people see you.	1	2
When you're with strangers,	1	2
you know exactly what you want.	1	2
Well, I like to think I always know what I want.	1	2
Mm, slow down.	1	2
I'll have to put that in my diary:	1	2
lobster Newburg and gimlets should get a divorce.	1	2
They're not getting along very well.	1	2
Once you rounded the corner on number two,	1	2
I took it for a case of nerves.	1	2
He's your boss.	1	2
He likes you.	1	2
Toots Shor means he likes me.	1	2
When he gets us to the Four Seasons,	1	2
then we'll know he trusts me.	1	2
Hmm. He seemed very forthcoming.	1	2
Yeah. When he's stoned on martinis.	1	2
I don't know.	1	2
It all seemed like an invitation to you	1	2
to con... confide.	1	2
Well, maybe it's just manners,	1	2
but I was raised to see it as a sin of pride	1	2
to go on like that about yourself.	1	2
You're just over-reverent.	1	2
Oh...	1	2
Did you have a nanny?	1	2
I've never asked you that.	1	2
Why? What difference does it make?	1	2
I don't know. We've never talked about it.	1	2
Did you?	1	2
No, of course not.	1	2
So your mother and father	1	2
are responsible for all this?	1	2
I'll have to thank them someday.	1	2
Jesus, Bets.	1	2
It's like politics, religion, or sex.	1	2
Why talk about it?	1	2
Mm.	1	2
I see your point.	1	2
Who is in there?	1	2
Peggy, next step is accessories.	1	2
$35 a week,	1	2
minus 6.75 for FICA.	1	2
Can you believe it?	1	2
Maybe it's the fumes	1	2
from the rubber cement on that envelope,	1	2
but there's nothing to be happy about here,	1	2
although you never forget your first.	1	2
For two weeks I've been telling people	1	2
I have a job in Manhattan.	1	2
Look at you. You're indomitable.	1	2
You'd never know you were the very bottom of the food chain.	1	2
Bridget? Are you okay?	1	2
Thanks to the Precision Valve Corporation,	1	2
for the next 18 months,	1	2
Gillette is the only company on Earth	1	2
that can spray deodorant out of a can.	1	2
Modern deodorant for a modern man.	1	2
He prefers jet travel to train travel,	1	2
vodka to Scotch,	1	2
and he likes to get his news from the radio,	1	2
not the paper.	1	2
Harold Hill, give it a rest.	1	2
"Ooh. ""Do not puncture or incinerate."""	1	2
Sounds dangerous.	1	2
Hey, I got a dud.	1	2
How is it a guy as big as you, Ken,	1	2
has no basketball skills?	1	2
I'm sure more research is needed.	1	2
We should try it out.	1	2
Who smells bad in here?	1	2
Oh, no. Come on.	1	2
Come on, Kenny. Knock it off!	1	2
Just pretend it's prom night.	1	2
You can be the girl.	1	2
Stop!	1	2
Engage rockets.	1	2
All right, close your eyes.	1	2
Mr. Draper, I was buzzing you.	1	2
Mr. Cooper is waiting.	1	2
I always thought it was Sterling	1	2
who was responsible for the Navy attitude around this place.	1	2
Brassiere account.	1	2
Just figured out	1	2
we can't sell them to men.	1	2
So much yarn, so little time.	1	2
So Roger mentioned this Nixon thing.	1	2
Yeah, he mentioned it.	1	2
I just assumed it went away.	1	2
It didn't.	1	2
Last I read, Nixon was running without an agency.	1	2
Make no mistake, we know better	1	2
what Dick Nixon needs better than Dick Nixon.	1	2
What does Dick Nixon think he needs?	1	2
What he already has: Ted Rogers,	1	2
the brains behind that Checkers broadcast.	1	2
See the problem?	1	2
He dodged a financial scandal	1	2
by standing with his wife and begging for his dog.	1	2
An admission wrapped in a distraction.	1	2
I'd say they know what they're doing.	1	2
Dogs are winners.	1	2
Well, they think they're set without us.	1	2
Why chase a girl who doesn't want to get caught?	1	2
You have a problem with Nixon?	1	2
I don't vote.	1	2
Hear, hear.	1	2
But politics aside,	1	2
these last eight years have been good to us	1	2
because they've been good to Proctor & Gamble	1	2
and The United Fruit Company,	1	2
et cetera.	1	2
So whether Dick Nixon likes it or not...	1	2
We will give our people	1	2
what they want, agreed?	1	2
I said cut it out!	1	2
Be my pleasure.	1	2
Goodie.	1	2
Assemble a team.	1	2
Start files on contenders:	1	2
Symington, Kennedy...	1	2
Who knows? Maybe Eleanor Roosevelt	1	2
will throw her feedbag into the ring.	1	2
Don, you still on for lunch?	1	2
No.	1	2
Don't tell me that's lunch.	1	2
I've got a lot of work to catch up on.	1	2
I do that sometimes.	1	2
Saunter over to the pie cart.	1	2
Egg salad and the worst cup of coffee in the world.	1	2
35 cents.	1	2
I've been meaning to try it.	1	2
It's okay if you like ptomaine poisoning.	1	2
Well, toodle-oo.	1	2
Secretary 1, copywriter 0.	1	2
It wasn't that.	1	2
I bring my lunch	1	2
at least until after the first of the month.	1	2
Get your things.	1	2
That sandwich is making me sad.	1	2
It's a postcard from Campbell on his honeymoon.	1	2
Niagara Falls.	1	2
"""Greetings from the wettest place on earth."""	1	2
I say we skip lunch altogether	1	2
and try on those narrow sweater sets	1	2
I saw at Lord and Taylor.	1	2
Do you want me to sit outside the dressing room	1	2
and hold your purse?	1	2
What he's trying to say is,	1	2
can we buy you lunch?	1	2
Oh. I don't know.	1	2
We hadn't planned on eating.	1	2
Come on, three on two.	1	2
I know you all like being outnumbered.	1	2
That's two on two. I'm married.	1	2
You still have to eat lunch.	1	2
What do you say? Change of plans?	1	2
They do smell nice.	1	2
What's that?	1	2
Postcard from Pete Campbell.	1	2
He's on a honeymoon, right?	1	2
Niagara Falls.	1	2
He hasn't, uh, left the room, apparently.	1	2
Shall we?	1	2
So, Pegs, you part of our nation's military industrial	1	2
boyfriend-girlfriend complex?	1	2
Excuse me?	1	2
He wants to know are you, uh, taken,	1	2
are you kept, or merely browsing?	1	2
She browsing.	1	2
And like most of us,	1	2
she's disappointed with the selection of merchandise.	1	2
Perhaps I can interest you in a 42 long?	1	2
That's not his suit size.	1	2
She blushes.	1	2
No, I don't.	1	2
Maybe I shouldn't tell you this,	1	2
but, uh, you are the subject of much debate.	1	2
Money riding on the outcome.	1	2
Money for me?	1	2
Now there's even a third possibility:	1	2
paying you.	1	2
We should be getting back.	1	2
I'll get the check.	1	2
My goodness. Thank you for lunch, boys.	1	2
Yes. Thank you.	1	2
Take the rest of the afternoon off.	1	2
We could... go to the zoo,	1	2
see what the animals are up to.	1	2
Um...	1	2
I should get back to work.	1	2
Or shopping.	1	2
Guess I don't see any money changing hands, Kenny.	1	2
You'll see.	1	2
My persistence is my charm.	1	2
That was delicious.	1	2
You enjoy yourself with the Hitler Youth?	1	2
Oh. Well, it was kind of last-minute.	1	2
Easy. See that Draper takes a look at this.	1	2
Certainly.	1	2
You can look, too.	1	2
Three of the last PTA presidents	1	2
are from the kindergarten class.	1	2
I say you go in there and lay some groundwork.	1	2
I will not have Marilyn Kechner dictate the agenda.	1	2
The woman is obsessed with nutrition,	1	2
although you wouldn't know it to look at her.	1	2
Francine, you're terrible.	1	2
Ooh. I ran into Juanita Cabot at square dancing,	1	2
and I found out who's moving	1	2
into that little Dutch Colonial down the street.	1	2
Who?	1	2
Her name is Helen Bishop.	1	2
Is she an old lady?	1	2
Divorced.	1	2
Really?	1	2
9-year-old boy and a baby.	1	2
That's awful.	1	2
I know.	1	2
All on her own?	1	2
I know.	1	2
Can you imagine worrying about money	1	2
at this point in our lives?	1	2
Well, obviously, that's not the worst of it.	1	2
No.	1	2
No, it isn't.	1	2
It is too quiet in there.	1	2
Ernie?	1	2
Sally?	1	2
We're playing spaceman.	1	2
Sally Draper, come over here this minute.	1	2
If the clothes from that dry cleaning bag	1	2
are on the floor of my closet,	1	2
you're going to be a very sorry young lady.	1	2
Make sure your brother hasn't climbed	1	2
out of the play yard.	1	2
Juanita thinks it might be bad	1	2
for real estate values in Chilmark.	1	2
One divorcée?	1	2
Bobby!	1	2
Rowm!	1	2
Oh, my God.	1	2
